Direct?;From;To;Type;Member;FromMember
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode/SetChecked
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;ChildIsCheckedChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode/SetChecked
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;SetChecked;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode/SetChecked
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;ChildIsCheckedChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode/OnCheckedChangedFromChild
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductTypeViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductTypeViewModel/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductTypeViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductTypeViewModel/InvalidateCheckCounter
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode/InvalidateCheckCounter
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;cs+interface://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ICheckableTreeNode;MethodCall;Parent;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode/AddChild
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;cs+interface://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ICheckableTreeNode;MethodCall;SetIsCheckedFromParent;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode/AddChild
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;cs+interface://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ICheckableTreeNode;MethodCall;SetIsCheckedFromParent;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode/SetIsCheckedFromParent
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/SalesDashboardViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/SalesDashboardViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/SalesDashboardViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/SalesDashboardViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/SalesDashboardViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/SalesDashboardViewModel/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/SalesDashboardViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;FieldAccess;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/SalesDashboardViewModel/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;PropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/Search/SearchEngine/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/ChangeActiveDashboard
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/ChangeActiveDashboard
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/LoadDashboardAsync
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/LoadDashboardAsync
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/CreateDashboard
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/OnImportsSatisfied
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/OnImportsSatisfied
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/OnImportsSatisfied
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel/OnImportsSatisfied
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel/CreateForView
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/TestViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/TestViewModel/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1]/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1]/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Set
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Set
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Set
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Add
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/SaveChanges
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Delete
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Reload
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;MarketProvider;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Flush
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Flush
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetDatabaseUsers
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/PurgeMarket
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetSalesHistoryByProductRange
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetSalesHistoryByProductRange
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetSalesHistoryByProductType
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetSalesHistoryByProductType
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CalculateGlobalChange
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CalculateGlobalChange
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;MarketProvider;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CreateSellingPriceSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CreateSellingPriceSimulationFromExisting
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CreateSellingPriceSimulationFromExisting
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CloneSellingPriceSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CloneSellingPriceSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CreateCostUpSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;MarketProvider;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CreateCostUpSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CreateCostUpSimulationFromExisting
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CreateCostUpSimulationFromExisting
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CloneCostUpSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/CloneCostUpSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetOriginalCostsForSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetOriginalCostsForSimulation
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetPriceAnalysisStatistic
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetPriceAnalysisStatistic
True;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;MethodCall;Context;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetRalColours
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Configuration;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Configuration;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Configuration;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Configuration;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;MethodCall;Markets;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext/GetAvailableMarketsForUser
True;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;MethodCall;UserMarketMappings;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext/GetAvailableMarketsForUser
True;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;MethodCall;Markets;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext/GetAvailableMarketsForUser
True;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;MethodCall;Markets;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext/GetAllMarkets
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;Configuration;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;Configuration;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;Configuration;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;OnModelCreating;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext/OnModelCreating
True;cs+class://Qnh/Sbs/PricingTool/Data/SellingPriceSimulationInformation;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapperBase;FieldAccess;_activeMarket;cs+class://Qnh/Sbs/PricingTool/Data/SellingPriceSimulationInformation/GetItemCountsByColourClass
True;cs+class://Qnh/Sbs/PricingTool/Business/Import/DataImporter;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Business/Import/DataImporter/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Business/MasterData/PastAverageDiscount;cs+class://Qnh/Sbs/PricingTool/Business/BusinessBase;MethodCall;TwoStageAsyncProcess;cs+class://Qnh/Sbs/PricingTool/Business/MasterData/PastAverageDiscount/GetAllPastAverageDiscounts
True;cs+class://Qnh/Sbs/PricingTool/Business/MasterData/PastAverageMargin;cs+class://Qnh/Sbs/PricingTool/Business/BusinessBase;MethodCall;TwoStageAsyncProcess;cs+class://Qnh/Sbs/PricingTool/Business/MasterData/PastAverageMargin/GetAllPastAverageMargins
True;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/CostOverride/CostOverrideFactory;cs+class://Qnh/Sbs/PricingTool/Business/BusinessBase;MethodCall;TwoStageAsyncProcess;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/CostOverride/CostOverrideFactory/CreateViewModelAsync
True;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/CostOverride/ThermalBreak/ThermalBreakOverrideItem;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/CostOverride/ThermalBreak/ThermalBreakOverrideItem/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/CostOverride/ThermalBreak/ThermalBreakOverrideViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/CostOverride/ThermalBreak/ThermalBreakOverrideViewModel/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/GlobalPriceChangeBusiness;cs+class://Qnh/Sbs/PricingTool/Business/BusinessBase;MethodCall;TwoStageAsyncProcess;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/GlobalPriceChangeBusiness/OpenExistingAsync
True;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/SellingPriceSimulationBusiness;cs+class://Qnh/Sbs/PricingTool/Business/BusinessBase;MethodCall;TwoStageAsyncProcess;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/SellingPriceSimulationBusiness/CreateNewVersionAsync
True;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/SellingPriceSimulationBusiness;cs+class://Qnh/Sbs/PricingTool/Business/BusinessBase;MethodCall;TwoStageAsyncProcess;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/SellingPriceSimulationBusiness/CloneAsync
